City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
352,Vao,NC,73.26,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
354,Zhigansk,RU,30.24,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
355,Taltal,CL,62.56,scattered clouds,-25.4,-70.4833,Residencial Karime
356,Fort-Shevchenko,KZ,65.64,clear sky,44.5086,50.263,Oasis hotel Bautino
358,Papenburg,DE,62.98,overcast clouds,53.0667,7.4,Park Inn by Radisson Papenburg Hotel
359,Puerto Escondido,MX,74.23,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
360,Tibiri,NE,89.94,few clouds,13.5627,7.0485,FADA GAO FA TIBIRI
361,Codrington,AU,52.63,light rain,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
362,Limin Khersonisou,GR,76.89,clear sky,35.3162,25.3928,Creta Maris Beach Resort
363,Kavaratti,IN,82.17,broken clouds,10.5669,72.642,Green leaf
364,Penalva,BR,86.61,clear sky,-3.2942,-45.1736,Hotel Lago Verde
365,Victoria,HK,84.38,clear sky,22.2855,114.1577,Mini Central
366,Piedra Gorda,PR,82.26,overcast clouds,18.4341,-66.8877,Centro comunal Piedra Gorda
367,Huarmey,PE,62.38,overcast clouds,-10.0681,-78.1522,Hotel Miramar
368,Zemio,CF,85.19,overcast clouds,5.0314,25.1361,OCHA Office
369,Sur,OM,88.99,clear sky,22.5667,59.5289,Sur Plaza Hotel
370,Wukari,NG,87.37,broken clouds,7.85,9.7833,Elimtop
371,Otane,NZ,51.01,overcast clouds,-39.8833,176.6333,Ludlow Farmstay
372,Wenatchee,US,61.39,clear sky,47.4235,-120.3103,SpringHill Suites by Marriott Wenatchee
373,Natal,BR,84.42,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
374,Sioux Lookout,CA,51.87,light intensity shower rain,50.1001,-91.917,Knobby's Fly-In Camps
375,Aklavik,CA,35.74,overcast clouds,68.2191,-135.0107,Aklavik Inn
376,Pyaozerskiy,RU,45.79,overcast clouds,65.8333,31.1667,Taratuga
377,Imbituba,BR,62.85,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
378,Fauldhouse,GB,56.1,overcast clouds,55.8275,-3.7074,Best Western The Hilcroft Hotel
379,Tautira,PF,75.97,light rain,-17.7333,-149.15,Pension Oaoa
380,Paracuru,BR,81.1,scattered clouds,-3.41,-39.0306,Hotel Vento Brasil
381,Mucurapo,TT,86.05,overcast clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
382,Kattivakkam,IN,91.49,broken clouds,13.2167,80.3167,Euronova Freezer
383,Ormara,PK,81.54,few clouds,25.2088,64.6357,Kenara Colony House for Rent
384,Trimbak,IN,68.52,broken clouds,19.9333,73.55,OYO 4192 Sai Krupa Hotel
385,Rio Gallegos,AR,41.05,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
386,Paita,PE,63.21,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
387,Boguchany,RU,31.64,few clouds,58.3814,97.4531,Uyut
388,Corinto,GR,76.89,clear sky,37.9407,22.9573,Ephira Hotel
389,Komsomolskiy,UZ,79.86,clear sky,40.4272,71.7189,Ikathouse
390,Sulangan,PH,83.25,light rain,11.1373,123.7228,Maia's Beach Resort
391,Nouadhibou,MR,82.38,scattered clouds,20.931,-17.0347,El Medina
392,Naqadeh,IR,73.81,clear sky,36.9553,45.388,ایبنه شربین اووی
393,Sungaipenuh,ID,65.21,broken clouds,-2.0833,101.3833,Penginapan Citra Alam
394,Kardla,EE,58.05,clear sky,58.9978,22.7492,Padu hotel
395,Itarema,BR,86.67,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
396,Mogocha,RU,35.73,overcast clouds,53.7333,119.7667,Yalta Inn
397,Springbok,ZA,66.27,overcast clouds,-29.6643,17.8865,Undulata Country Lodge
398,Khatanga,RU,23.02,overcast clouds,71.9667,102.5,"""Khatanga"""
399,Lengshuijiang,CN,70.07,scattered clouds,27.6881,111.4294,Sheraton
400,Mayumba,GA,77.45,broken clouds,-3.432,10.6554,LIKWALE LODGE
401,Bambous Virieux,MU,75.45,broken clouds,-20.3428,57.7575,Casa Tia Villa
402,Rio Grande,BR,64.51,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
403,Jalu,LY,90.57,clear sky,29.0331,21.5482,صاحبة الفخامة
404,Sarab,IR,74.01,clear sky,38.6066,44.9883,مسجد امام رضا
406,Prince Rupert,CA,55.49,overcast clouds,54.3161,-130.3201,Crest Hotel
407,Fallon,US,62.78,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
408,Saint-Pierre,RE,76.68,clear sky,-21.3393,55.4781,Alize Plage
409,Puri,IN,81.12,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
410,Lorengau,PG,82.15,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
411,Bowen,AU,74.97,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
412,Cockburn Town,TC,82.76,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
413,Jinchang,CN,66.67,broken clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
414,Buin,CL,55.74,few clouds,-33.7333,-70.75,Paihuen
415,Alyangula,AU,77.18,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
416,Neyshabur,IR,87.98,clear sky,36.2133,58.7958,Amiran Hotel & Commercial Complex
417,Muzhi,RU,33.69,clear sky,65.3667,64.6667,Gostinitsa
418,Crateus,BR,85.8,broken clouds,-5.1783,-40.6775,Orient Plaza Hotel
419,Grottammare,IT,72.66,overcast clouds,42.9888,13.8649,Hotel La Perla Preziosa
420,Torbat-E Jam,IR,86.07,clear sky,35.244,60.6225,White building
421,Mandera,KE,92.91,overcast clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
422,Balabac,PH,80.85,light rain,7.9868,117.0645,Batalla’s Lodging House
424,Maxixe,MZ,82.22,few clouds,-23.8597,35.3472,Oceano
425,Hasaki,JP,70.2,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
426,Varberg,SE,57.24,broken clouds,57.1056,12.2508,Varbergs Kusthotell
427,Dunedin,NZ,49.8,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
428,Cullera,ES,78.69,overcast clouds,39.1667,-0.25,Hotel Santamarta
429,Banjarmasin,ID,80.74,scattered clouds,-3.3244,114.591,Swiss-Belhotel Borneo Banjarmasin
430,Longview,US,68.99,clear sky,32.5007,-94.7405,Homewood Suites by Hilton Longview
431,Camana,PE,61.14,overcast clouds,-16.6228,-72.7111,Hostal Morales
432,Grindavik,IS,45.07,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
433,Sawtell,AU,57.18,clear sky,-30.3833,153.1,The Bungalow Sawtell
434,Babaeski,TR,77.58,few clouds,41.4325,27.0931,Babaeski Ogretmenevi
435,Hovd,MN,56.64,few clouds,48.0056,91.6419,Hotel Khovd
436,Kindu,CD,92.01,overcast clouds,-2.95,25.95,Résidence Okanda
437,Sagar,IN,76.6,overcast clouds,23.8333,78.7167,Hotel Devyog
438,Sola,VU,80.33,few clouds,-13.8833,167.55,Leumerus Bungalows
439,Kloulklubed,PW,75.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
440,Sandy Bay,AU,49.89,clear sky,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
441,Minot,US,50.22,clear sky,48.2325,-101.2963,Noble Inn
443,Semey,KZ,79.02,clear sky,50.4111,80.2275,Grand Hotel Semey
444,Fort Morgan,US,47.05,clear sky,40.2503,-103.8,Hampton Inn Fort Morgan
446,Portland,US,61.61,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
447,La Asuncion,VE,80.33,scattered clouds,11.0333,-63.8628,Colinas de Matasiete
448,Katherine,AU,80.92,overcast clouds,-14.4667,132.2667,Pine Tree Motel
449,Ichhawar,IN,82.49,broken clouds,23.0167,77.0167,Ram mandira
450,Weymouth,US,58.84,scattered clouds,42.2209,-70.9398,Arbor Inn Motor Lodge
451,Dalianwan,CN,64.44,clear sky,39.0286,121.695,Huanghai Hotel
452,Zomba,MW,84.09,scattered clouds,-15.386,35.3188,Trout Farm Campsite
453,Smithers,CA,50.32,overcast clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
454,Ust-Nera,RU,19.74,few clouds,64.5667,143.2,Hotel Ust-Nera
456,South Gate,US,78.26,clear sky,33.9547,-118.212,Budget Inn
457,Liverpool,GB,60.3,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
458,Contamana,PE,83.37,few clouds,-7.3333,-75.0167,Shiringal Touristic Park
459,Yongan,CN,59.76,clear sky,39.6957,113.6871,Beiyue International Hotel
460,Tanhacu,BR,74.53,overcast clouds,-14.0214,-41.2481,BALNEÁRIO JUREMA
461,Nemuro,JP,61.65,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
462,Flin Flon,CA,46.24,clear sky,54.7682,-101.865,Victoria Inn Flin Flon
463,La Mana,EC,72.07,overcast clouds,-0.9333,-79.2167,Hotel Somagg
464,Zhuhai,CN,83.98,clear sky,22.2769,113.5678,珠海粤财假日酒店
465,Mahanoro,MG,74.89,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
466,Cedar City,US,53.4,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
467,Niwari,IN,75.34,scattered clouds,28.8833,77.5333,Rajput house (Nem kumar )
469,Kirensk,RU,33.84,overcast clouds,57.7853,108.1119,Kirenskiy Plos
470,Ardakan,IR,95.43,clear sky,32.31,54.0175,Ardakan Hotel
471,Iralaya,HN,79.43,few clouds,15.0,-83.2333,Iglesia morava renovada
473,Hailey,US,46.89,clear sky,43.5196,-114.3153,Wood River Inn & Suites
474,Cabanas,CU,80.47,scattered clouds,22.9758,-82.9219,Villa Luis Montesino y Anabel
475,Troitsko-Pechorsk,RU,40.75,clear sky,62.7084,56.1964,Pechora Gostinitsa
476,Isiolo,KE,88.43,scattered clouds,0.3546,37.5822,Gaddisa Hotel
477,Jiuquan,CN,65.75,clear sky,39.7432,98.5174,Jiuquan Hotel
478,Olga,RU,56.03,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
479,Mezhdurechensk,RU,54.41,light rain,53.6942,88.0603,Apartments Mezhdurechensk
480,Port Macquarie,AU,55.89,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
481,Asfi,MA,70.5,overcast clouds,32.2994,-9.2372,Hôtel Abda
482,Jawhar,SO,89.69,clear sky,2.7809,45.5005,Hotel Shabelle
483,Ayan,RU,44.29,light rain,56.45,138.1667,Gostinitsa
484,Marawi,PH,70.16,overcast clouds,7.9986,124.2928,Derogongan Residence
486,Sakakah,SA,99.97,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
487,Saint-Joseph,RE,75.58,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
488,Udachnyy,RU,26.46,overcast clouds,66.4167,112.4,Severnoye Siyaniye
489,Sao Gabriel Da Cachoeira,BR,80.02,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
490,Grajau,BR,87.82,few clouds,-5.8194,-46.1386,Hotel em Grajaú-Ma:Hotel Confiança
491,Tuatapere,NZ,50.11,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
493,Griffith,US,60.01,overcast clouds,41.5284,-87.4237,Apartment above Depot Bar
494,Ternate,ID,81.48,scattered clouds,0.8,127.4,Sahid Bela Ternate Hotel
495,Bria,CF,86.45,few clouds,6.5423,21.9863,WFP Guesthouse
496,Manono,CD,93.52,overcast clouds,-7.3,27.4167,Hotel hewa bora
497,Gacko,BA,51.53,overcast clouds,43.1672,18.5353,Hotel Metohija
499,Ode,NG,82.31,light rain,7.7899,5.7117,OWONIDADDY HOTEL AND SUITES
500,Faya,SA,82.51,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
501,Mandurah,AU,58.91,clear sky,-32.55,115.7,Atrium Hotel Mandurah
502,Saint-Georges,GD,85.68,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
503,Bengkulu,ID,78.24,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
504,Mancio Lima,BR,75.27,smoke,-7.6142,-72.8958,Motel Asas Do Desejo
505,Palmerston,AU,82.38,clear sky,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
506,Gurupa,BR,87.89,few clouds,-1.405,-51.64,Hotel Vitória
507,Kulachi,PK,94.55,clear sky,31.9286,70.4592,Technical Zafran Mobile Zon kulachi
508,High Level,CA,32.11,clear sky,58.5169,-117.136,Days Inn by Wyndham High Level
510,Coquimbo,CL,49.73,overcast clouds,-29.9533,-71.3436,Hotel San Juan
511,Zhob,PK,85.6,clear sky,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
512,Noormarkku,FI,56.98,clear sky,61.5927,21.8685,Ahlströmin Ruukki Noormarkku
513,Mairi,BR,81.48,broken clouds,-11.7114,-40.1489,Pousada Solar do Monte
514,Enkoping,SE,60.82,broken clouds,59.6361,17.0777,Best Western Hotel Park Astoria
516,Kruisfontein,ZA,67.89,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
517,Inhambane,MZ,82.38,few clouds,-23.865,35.3833,Oceano
518,Pundaguitan,PH,83.52,light rain,6.3711,126.1689,Leonardo Family Beach House 1
519,Tucuman,AR,62.6,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
520,Quatre Cocos,MU,75.31,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
521,Kyaikto,MM,77.88,overcast clouds,17.3,97.0167,နီလာ တည်းခိုခန်း
522,Pokrovsk,UA,62.13,clear sky,48.282,37.1758,Druzhba
523,Biltine,TD,98.04,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
524,Asau,RO,65.32,scattered clouds,46.4333,26.4,Casa Mika Ciobanus
525,Anchorage,US,45.68,light rain,61.2181,-149.9003,Hotel Captain Cook
526,Ambilobe,MG,84.92,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
527,Sfantu Gheorghe,RO,71.85,broken clouds,45.8667,25.7833,Hotel Park
528,Puerto Ayacucho,VE,78.89,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
530,Margate,GB,62.91,few clouds,51.3813,1.3862,Premier Inn Margate hotel
531,Mae Sai,TH,75.13,broken clouds,20.4335,99.8762,Piyaporn Hill Paradise Hotel
533,Fairbanks,US,40.3,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
534,Rabo De Peixe,PT,73.27,scattered clouds,37.8,-25.5833,Quinta das Giestas
535,Kitami,JP,58.12,overcast clouds,43.8031,143.8908,Toyoko INN Kitami Ekimae
536,Sedalia,US,58.91,clear sky,38.7045,-93.2283,Best Western State Fair Inn
537,Hashtgerd,IR,91.24,clear sky,35.9642,50.6858,Parse System
538,Dobrinka,RU,46.0,overcast clouds,52.1653,40.4731,Ковчег
539,Manoel Urbano,BR,83.82,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
540,Atar,MR,91.45,overcast clouds,20.5169,-13.0499,Oumou Elghoura
541,Kolondieba,ML,76.98,overcast clouds,11.0882,-6.8926,Park
542,Awbari,LY,95.09,clear sky,26.5921,12.7805,استراحة الشارب العائلي
543,Kahului,US,77.85,clear sky,20.8947,-156.47,Maui Seaside Hotel
544,San Ramon,US,62.6,clear sky,37.7799,-121.978,San Ramon Marriott
545,Raigarh,IN,78.89,overcast clouds,21.9,83.4,Hotel Shivam
546,Mangan,IN,73.98,overcast clouds,27.5167,88.5333,Hotel Mout View
547,Fereydun Kenar,IR,74.44,moderate rain,36.6864,52.5225,Khezer Shahr Tourist Hotel
548,Chateauroux,FR,59.0,overcast clouds,46.8167,1.7,Hôtel Kyriad Chateauroux
549,Aleksandrovsk,RU,46.8,overcast clouds,59.158,57.5624,Alexandrovsk
550,Plattsburgh,US,55.06,few clouds,44.6995,-73.4529,La Quinta Inn & Suites by Wyndham Plattsburgh
551,Nassau,US,65.01,overcast clouds,40.7507,-73.5829,Hilton Garden Inn Westbury
552,Hailar,CN,41.38,clear sky,49.2,119.7,Holiday Inn & Suites Hulunbuir
553,Balad,IQ,94.15,clear sky,34.0164,44.1453,رضاوي زنوبة
554,Pingxiang,CN,70.99,overcast clouds,27.6167,113.85,Haiyuntian Hotel
555,Kamiiso,JP,60.66,overcast clouds,41.8167,140.65,Business Inn Abe
556,Riyadh,SA,96.94,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
557,Sabang,ID,82.53,overcast clouds,5.8933,95.3214,Hotel Citra
558,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
559,Valleyview,CA,44.64,broken clouds,55.0667,-117.2859,Paradise Inn & Suites
560,Flinders,AU,56.17,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
561,Mekhe,SN,89.29,overcast clouds,15.1097,-16.6218,Ma maison
562,Rubizhne,UA,62.82,few clouds,49.0123,38.3797,Stanytsya
563,Necochea,AR,52.75,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
565,Xinzhi,CN,70.09,clear sky,36.4989,111.7047,Mingyue Hotel
566,Takoradi,GH,79.21,light rain,4.8845,-1.7554,Raybow International Hotel
567,Matadi,CD,95.05,overcast clouds,-5.8167,13.45,Hotel Vivi Palace
568,Berlevag,NO,53.6,clear sky,70.8578,29.0864,Kvitbrakka
569,Kautokeino,NO,43.74,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
570,Hastings,GB,63.39,scattered clouds,50.8552,0.5729,Zanzibar Hotel
571,Petropavlovsk-Kamchatskiy,RU,43.39,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
572,Nefteyugansk,RU,35.44,overcast clouds,61.0998,72.6035,Royal Plaza
574,Vaxjo,SE,60.58,broken clouds,56.8777,14.8091,Elite Stadshotellet Vaxjo
575,Dicabisagan,PH,80.04,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
576,Cananeia,BR,64.56,overcast clouds,-25.0147,-47.9267,Pousada Ancoradouro
577,Gallup,US,40.84,clear sky,35.5281,-108.7426,Quality Inn & Suites Gallup I-40 Exit 20
579,Paamiut,GL,46.8,overcast clouds,61.994,-49.6678,Pistut
580,Garoua,CM,86.0,overcast clouds,9.3,13.4,Dreamland Hotel Annexe Bockle
581,Kabinda,CD,85.48,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
582,Harda,IN,78.67,broken clouds,22.3333,77.1,OYO 67581 Samaroh Parisar
583,Homer,US,45.77,overcast clouds,59.6425,-151.5483,Beluga Lake Lodge
584,Moussoro,TD,99.14,few clouds,13.6408,16.4901,Pharmacie alnadja Moussoro
585,Poso,ID,77.5,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
586,Abut,PH,75.78,overcast clouds,17.3523,121.6036,Cinderella Resort
587,Minudasht,IR,80.17,broken clouds,37.2289,55.3747,هتل قصر
588,Urucui,BR,84.76,scattered clouds,-7.2294,-44.5561,Hotel Premium Piauí
589,Los Llanos De Aridane,ES,69.55,heavy intensity drizzle,28.6585,-17.9182,Valle Aridane
591,Kyakhta,RU,42.31,scattered clouds,50.3508,106.4494,"Gostinitsa ""Yuzhnaya"""
593,Miles City,US,45.57,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
594,Madang,PG,77.86,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
595,Russell,US,65.01,clear sky,32.3502,-85.1999,Macs
596,Bitung,ID,79.65,overcast clouds,1.4451,125.1824,K2 Lembeh
597,Isangel,VU,78.91,light rain,-19.55,169.2667,Tanna Lodge
598,Oxford,GB,63.19,scattered clouds,51.7522,-1.256,Malmaison Oxford
599,Balykshi,KZ,66.25,clear sky,47.0667,51.8667,Гостиница Golden Rose
600,Nishihara,JP,82.45,light intensity shower rain,26.1842,127.7558,Minshuku Agaihama
601,Waingapu,ID,79.47,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
603,Nsukka,NG,81.39,light rain,6.8561,7.3927,The AttaGate Hotels
604,Verkhnyaya Toyma,RU,44.29,overcast clouds,62.2349,44.9985,Gostinitsa
605,Marienburg,PL,65.84,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
608,Maceio,BR,80.04,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
609,Touros,BR,85.35,clear sky,-5.1989,-35.4608,INN NEW HORIZON
610,Alcudia,ES,76.19,overcast clouds,39.8532,3.1214,Zafiro Tropic
611,Kemerovo,RU,51.49,clear sky,55.3333,86.0833,Olymp-Plaza
612,Napasar,IN,94.12,broken clouds,27.9667,73.55,Laxmi Palace
613,Mayo,US,63.18,clear sky,38.8876,-76.5119,Resorts Resource Group International
614,Mirnyy,RU,30.24,broken clouds,62.5353,113.9611,квартира
616,Talnakh,RU,27.21,few clouds,69.4865,88.3972,Talnakh Hotel
618,Tacna,PE,52.7,overcast clouds,-18.0056,-70.2483,Hotel Colón Inn
619,Olafsvik,IS,45.55,few clouds,64.8945,-23.7142,Hotel Olafsvik
620,Washougal,US,62.47,clear sky,45.5826,-122.3534,Camas Boutique Hotel
621,Praia Da Vitoria,PT,74.75,broken clouds,38.7333,-27.0667,Hotel Branco I
622,Urucara,BR,94.17,clear sky,-2.5364,-57.76,Pousada Maria Bonita
623,Vaitape,PF,77.59,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
624,Whitehorse,CA,43.57,scattered clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
625,Huilong,CN,70.93,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
626,Marrakesh,MA,69.87,broken clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
627,San Juan,AR,59.65,clear sky,-31.5375,-68.5364,Hotel Provincial
628,Lincoln,US,56.28,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
629,Santa Fe,AR,63.01,overcast clouds,-31.6333,-60.7,Conquistador Hotel
630,Faranah,GN,76.73,overcast clouds,10.0404,-10.7434,Chez mon oncle
631,Aleksandrov Gay,RU,58.68,light rain,50.147,48.5704,Gostinitsa
632,Bubaque,GW,75.31,heavy intensity rain,11.2833,-15.8333,"Casa Dora, Bubaque"
633,Ejido,VE,75.51,overcast clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
634,Lakeside,US,75.94,scattered clouds,30.13,-81.7682,Whitey's Fish Camp
635,Alugan,PH,79.21,light rain,12.2188,125.4808,JM Lodge
639,Chuguyevka,RU,52.43,overcast clouds,44.1653,133.8633,Svet V Okne
640,Gweta,BW,96.62,clear sky,-20.1833,25.2333,Gweta Lodge
641,Harper,LR,78.4,light rain,4.375,-7.7169,Screensaver
642,Hirara,JP,82.27,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
643,Fundao,BR,69.33,broken clouds,-19.9341,-40.4047,City Hotel
644,Alice Springs,AU,76.21,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
645,Bandrele,YT,82.15,scattered clouds,-12.9067,45.1914,Les Baobabs
648,Mugumu,TZ,75.22,overcast clouds,-1.85,34.7,Lemala Mara
649,Houma,US,73.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
650,Malanje,AO,87.08,overcast clouds,-9.5402,16.341,Hotel Ginga
651,Butterworth,MY,84.25,few clouds,5.3991,100.3638,Cititel Penang
652,Daru,PG,79.74,broken clouds,-9.0763,143.2092,Daru Lodge
653,Stromness,GB,57.16,light rain,58.965,-3.296,The Old Smokery
656,Kirakira,SB,78.28,overcast clouds,-10.4544,161.9205,SanBiz Lodge
657,Baglung,NP,69.67,overcast clouds,28.2719,83.5898,Hotel Peace Palace
658,Sistranda,NO,53.56,light rain,63.7256,8.834,Hotell Frøya
660,Presidente Medici,BR,89.02,clear sky,-11.1753,-61.9014,Oliveira Palace Hotel
661,Robertsport,LR,77.49,light rain,6.7533,-11.3686,Kwepunha Retreat
663,Seoul,KR,67.44,clear sky,37.5683,126.9778,LOTTE HOTEL SEOUL
664,San Quintin,MX,70.93,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
665,Jieshi,CN,78.64,light rain,22.8134,115.8257,Yuehai Hotel
666,Penha,BR,58.87,broken clouds,-26.7694,-48.6458,Hotel Mirante do Parque
667,Banda Aceh,ID,80.51,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
668,Haian,CN,65.19,overcast clouds,32.5436,120.45,Zhongyang Shanghai Min
669,Wamba,NG,86.97,light rain,8.9333,8.6,Roma Zee Guest House Annex
670,Cabrobo,BR,84.0,clear sky,-8.5142,-39.31,Hotel Limarques
672,Katiola,CI,77.63,light rain,8.1333,-5.1,Auberge Residence Yebin
673,Erzincan,TR,65.5,clear sky,39.75,39.5,Eriza Boutique Hotel
674,Gangawati,IN,85.6,overcast clouds,15.4333,76.5333,Ashoka
675,Key West,US,86.0,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
676,Staunton,US,60.28,broken clouds,38.1496,-79.0717,Hotel 24 South
677,Guozhen,CN,66.99,overcast clouds,34.3659,107.359,Yucai Hotel
678,Khandyga,RU,38.59,overcast clouds,62.6667,135.6,Apel'sin
679,Benguela,AO,75.36,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
680,Pelaya,CO,76.28,overcast clouds,8.6882,-73.6645,HOTEL JERCHRIAS
681,Kars,TR,59.45,few clouds,40.602,43.095,Kars Otel
682,Markova,UA,58.35,overcast clouds,48.6758,24.4138,Vas.VOM
684,Vestmannaeyjar,IS,45.59,few clouds,63.4427,-20.2734,Glamping & Camping
685,Beaufort,MY,74.8,overcast clouds,5.3473,115.7455,The Gem Hotel Beaufort
686,Urumqi,CN,77.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
687,Castanos,MX,72.34,clear sky,26.7833,-101.4167,Bomberos voluntarios castaños coahuila
688,Novyy Urengoy,RU,30.45,overcast clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
690,Ipoh,MY,84.11,few clouds,4.5841,101.0829,Ritz Garden Hotel
691,Taft,IR,93.15,clear sky,31.7471,54.2088,عمارت ساعتی تفت
692,West Helena,US,73.15,few clouds,34.5507,-90.6418,Best Western Inn
693,Ayame,CI,83.46,moderate rain,5.6083,-3.1563,Hotel Bossan
694,Hualmay,PE,61.18,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
695,Chimore,BO,78.3,overcast clouds,-16.9833,-65.1333,Bichito
696,Bandarbeyla,SO,81.25,broken clouds,9.4942,50.8122,JABIR HOTEL
697,Gelibolu,TR,76.86,scattered clouds,40.4103,26.6708,Oya Hotel
